Chr	Start	End	type	GeneID	Esrrb_Exo	H3K27ac_FF	H3K27ac_KO	Med1_FF	Med1_KO	Esrrb_Exo_RPKM	H3K27ac_FF_RPKM	H3K27ac_KO_RPKM	Med1_FF_RPKM	Med1_KO_RPKM
chr1	59484149	59484404	INT	TE_00269	17.6968158069766	61.9931505716478	84.5428642251656	26.235512798498	20.6727103537098	47.3757653290755	165.960531291431	226.327885166796	70.2345275662304	55.3424686743477
chr1	59505007	59505022	INT	TE_00270	0	23.5302469323043	42.2714321125828	9.54018647218111	8.61362931404575	0	1070.8694135885	1923.78702391776	434.177079500333	392.009153109963
chr1	59505023	59505518	DM	TE_00271	27.651274698401	181.90690897666	267.412755320904	85.86167824963	86.1362931404575	38.1339020167748	250.868009477027	368.789212094907	118.411930772818	118.790652457565
chr1	59505519	59505575	INT	TE_00272	5.53025493968019	27.1502849218896	44.1093204653038	16.6953263263169	18.9499844909006	67.4152910653697	330.96925557337	537.704447678878	203.520506015781	231.005393796943
chr1	59505576	59506079	PU	TE_00273	44.2420395174415	181.001899479264	386.875498247769	115.674760975196	134.372617299114	60.0438377679635	245.649811956378	525.05467439021	156.989972831259	182.366087132667
chr1	59506080	59506122	INT	TE_00274	0	29.8653134140785	70.7587015797582	14.3102797082717	25.8408879421373	0	485.421574840942	1150.09006864649	232.594864018036	420.009806903532
chr1	59529060	59529357	INT	TE_00275	30.9694276622091	79.6408357708761	73.5155341088397	46.5084090518829	55.1272276098928	71.1832837646463	183.054600613419	168.97558400683	106.899659725461	126.710029288069
chr1	59529358	59530289	PU	TE_00276	102.862741878052	156.566643049563	136.003738101353	139.525227155649	86.1362931404575	75.4240248911806	114.802368349259	99.724634406609	102.306763496655	63.1593694591777
chr1	59530290	59530548	INT	TE_00277	11.0605098793604	71.4957502943092	40.4335437598618	34.5831759616565	18.9499844909006	29.2655527105481	189.174158482763	106.98512266479	91.5053437900412	50.1407056303441
chr1	59543982	59544289	INT	TE_00278	58.62070236061	54.3005698437791	56.9745389343507	70.3588752323357	31.0090655305647	130.350868978513	120.744484117972	126.690407324991	156.452245666855	68.95275005843
chr1	59544290	59544650	PU	TE_00279	234.48280944244	72.4007597917055	99.2459710469335	132.370087301513	93.0271965916941	444.641297515594	137.290950460065	188.196556687607	251.00862408613	176.404118899483
chr1	59544651	59544804	INT	TE_00280	19.9089177828487	59.7306268281571	91.8944176360496	40.5457925067697	43.0681465702288	88.8295599920166	266.505962657772	410.014284722456	180.907116458472	192.161349563707
chr1	59720029	59720899	INT	TE_00281	64.1509573002902	61.9931505716478	34.0009345253383	70.3588752323357	68.909034512366	50.3367506621427	48.6436039992125	26.6792053541819	55.207861401982	54.0702280151673
chr1	59754466	59754494	INT	TE_00282	9.95445889142434	21.7202279375117	15.6220509981284	21.4654195624075	13.7818069024732	242.695047835331	529.550808917392	380.873983772539	523.33844404058	336.007845522826
chr1	59754495	59755115	DM	TE_00283	352.830265151596	138.918957850335	130.49007304319	285.013070856411	129.204439710686	388.486051481214	152.957619403693	143.676941127098	313.815489921108	142.261386209261
chr1	59755116	59755225	INT	TE_00284	3.31815296380811	67.4232075560258	55.1366505816297	27.4280361075207	25.8408879421373	20.7812273375819	422.264138915015	345.314782913041	171.778775719742	161.838641192187
chr1	60489266	60489962	INT	TE_00285	42.0299375415695	32.5803419062675	103.840691928736	70.3588752323357	122.31353625945	41.2240630422721	31.9556522622564	101.8496690886	69.0098267524775	119.968318408653
chr1	60895813	60908186	INT	TE_00286	701.236326351448	1226.28786897201	1191.87059673956	833.573793006824	1145.61269876808	38.6892830192336	67.6579302053054	65.7590274586672	45.9907326291218	63.2068423546736
chr1	60908187	60910790	DM	TE_00287	429.147783319183	998.22547562814	1064.13735622545	573.603711639889	473.749612272516	112.547018384046	261.791637575309	279.077490900563	150.431599529145	124.244161089404
chr1	60910791	60910863	INT	TE_00288	4.42420395174415	33.0328466549656	37.6767112307803	23.8504661804528	27.5636138049464	41.9472922184523	313.194980737022	357.22494556444	226.13389557309	261.339435406642
chr1	61465295	61465864	INT	TE_00289	40.9238865536334	23.9827516810025	8.27049758724446	40.5457925067697	49.9590500214654	49.098236586097	28.7731912871049	9.92248980778246	48.6446200670409	59.9381306161104
chr1	62228137	62228182	INT	TE_00290	19.9089177828487	16.7426757018319	5.51366505816297	17.8878496353396	18.9499844909006	302.020503972856	253.988258351119	83.642914083381	271.360674687708	287.473378947306
chr1	62228183	62228679	PU	TE_00291	353.936316139532	37.5578941419472	12.8652184690469	225.386905405279	115.422632808213	487.12984511751	51.6917036258408	17.706665279748	310.204642233731	158.858547933675
chr1	62228680	62228784	INT	TE_00292	16.5907648190406	13.5751424609448	15.6220509981284	23.8504661804528	18.9499844909006	108.901624028674	89.1071072697534	102.542995631068	156.554235396755	124.387519736815
chr1	62444604	62445410	INT	TE_00293	48.6662434691857	71.4957502943092	54.2177064052693	118.059807593241	101.64082590574	41.2186792022509	60.5545073058969	45.9205824837421	99.992705188895	86.0863772958604
chr1	62782851	62782853	INT	TE_00294	1.10605098793604	26.6977801731914	20.2167718799309	19.0803729443622	12.059081039664	377.52562996607	9112.68683678678	6900.54041187893	6512.656192505	4116.09610765461
chr1	62782854	62783841	DM	TE_00295	117.24140472122	398.656683603078	276.602197084509	554.523338695527	230.845265616426	81.0895983311114	275.729469654978	191.310920509861	383.534084285059	159.663302482477
chr1	62783842	62784587	INT	TE_00296	38.7117845777613	362.003798958528	250.871760146415	271.895314457162	87.8590190032666	35.4722068424496	331.709678963914	229.877673269426	249.141881189789	80.5065777527844
chr1	62784588	62785115	DM	TE_00297	60.8328043364821	174.214328248791	171.842560979413	281.435500929343	84.4135672776483	78.8004161219502	225.670371605372	222.598077802546	364.560451003601	109.346006654961
chr1	62785116	62785151	INT	TE_00298	7.74235691555227	28.0552944192859	34.9198787016988	26.235512798498	6.8909034512366	151.010251986428	547.202502547971	681.092300393245	511.708700839678	134.40313820913
chr1	62813910	62813919	INT	TE_00299	9.95445889142434	27.1502849218896	16.5409951744889	8.34766316315847	5.16817758842745	755.051259932141	2059.36425690097	1254.64371125072	633.174907604653	392.009153109963
chr1	62813920	62814761	DM	TE_00300	642.615623990838	302.725676879069	213.195048915635	504.437359716576	106.809003494167	521.6228085857	245.727946706316	173.054305000099	409.460994267184	86.698813886389
chr1	62814762	62814888	INT	TE_00301	16.5907648190406	93.668482980519	57.8934831107112	36.9682225797018	13.7818069024732	89.8870547538263	507.486191879167	313.660927812679	200.290021793309	74.6684101161834
chr1	62829833	62829939	INT	TE_00302	13.2726118552325	55.2055793411755	56.9745389343507	23.8504661804528	10.3363551768549	85.4775011243933	355.531753785733	366.9241042337	153.600381898703	66.5675920375409
chr1	62829940	62830733	DM	TE_00303	109.499047805668	214.034746134229	231.573932442845	140.717750464671	108.531729356976	94.2623893231803	184.252073174179	199.350703174767	121.137047716833	93.4296720526898
chr1	62830734	62830834	INT	TE_00304	9.95445889142434	66.9707028073276	84.5428642251656	20.2728962533849	15.5045327652823	67.9546133938927	457.178865032015	577.136107175329	138.393944090731	105.84247133969
chr1	63032891	63033028	INT	TE_00305	12.1665608672964	8.14508547656687	1.83788835272099	5.96261654511319	3.4454517256183	60.6245537171792	40.5860109024278	9.15798329380084	29.7110227760265	17.1682840778086
chr1	63033029	63033133	PU	TE_00306	14.3786628431685	19.4577041940209	8.27049758724446	9.54018647218111	5.16817758842745	94.3814074915176	127.720187086647	54.2874682752713	62.6216941587019	33.9238690191314
chr1	63033134	63033463	INT	TE_00307	21.0149687707847	80.5458452682724	32.1630461726174	19.0803729443622	29.2863396677556	43.6047840082391	167.127737566127	66.7363676197189	39.5906151520061	60.7673763179578
chr1	63112537	63113106	INT	TE_00308	34.2875806260172	4.97755223567975	2.75683252908149	45.3158857428603	80.96811555203	41.1363603829462	5.97179441807838	3.30749660259415	54.3675165455163	97.141108239903
chr1	63184212	63185368	INT	TE_00309	402.602559608718	352.048694487168	278.44008543723	674.968192906813	346.267898424639	237.749704684515	207.896028356698	164.427787417373	398.59033358108	204.48228315338
chr1	63256644	63256666	INT	TE_00310	2.21210197587208	22.1727326862098	32.1630461726174	10.7327097812037	1.72272586280915	68.6410236301946	688.014876737369	998.012043040342	333.033555298551	53.4557936059041
chr1	63256667	63258316	DM	TE_00311	183.604463997382	474.224976635671	595.475826281601	257.58503474889	191.222570771816	76.0087987560554	196.320231161208	246.515805000141	106.635365189591	79.162551840884
chr1	63258317	63259964	INT	TE_00312	69.6812122399704	384.629036393436	289.467415553556	168.145786572192	179.163489732152	28.8817421831966	159.422551763736	119.979589873702	69.693725193018	74.2603860171879
chr1	63259965	63260222	DM	TE_00313	27.651274698401	128.963853378975	155.301565804924	62.0112120691772	65.4635827867477	73.4485661412588	342.559618609013	412.519041247803	164.716985413551	173.887328616871
chr1	63260223	63260285	INT	TE_00314	11.0605098793604	39.820417885438	67.0829248743162	22.6579428714301	12.059081039664	121.782461279378	438.445293404722	738.620894526631	249.476749309667	132.77729379531
chr1	63260286	63260799	PU	TE_00315	122.7716596609	84.1658832578577	137.841626454074	151.450460245875	87.8590190032666	163.373664429762	112.000512217421	183.427443165309	201.536875352859	116.915010576656
chr1	63260800	63260998	INT	TE_00316	34.2875806260172	88.2384259961411	79.0291991670026	79.8990617045168	34.454517256183	118.215096252002	304.224265224007	272.473129211014	275.472200061765	118.790652457565
chr1	63290315	63293530	INT	TE_00317	136.044271516133	232.134936082156	205.843495504751	226.579428714301	349.713350150257	28.8868755743867	49.2902269264477	43.7076502830731	48.110601733124	74.2561661723072
chr1	63293531	63294565	PU	TE_00318	149.316883371365	189.146984955831	269.250643673625	234.92709187746	220.508910439571	98.5801935114497	124.876343237612	177.761415568888	155.100733791524	145.581735777781
chr1	63294566	63294573	INT	TE_00319	2.21210197587208	14.0276472096429	8.27049758724446	11.9252330902264	18.9499844909006	215.728931409183	1368.00625636993	806.556671518317	1162.97432009018	1848.04315037554
chr1	63488535	63488651	INT	TE_00320	18.8028667949127	99.0985399648969	138.760570630435	70.3588752323357	39.6226948446104	110.654063955572	583.190653786179	816.600001719216	414.058960514865	233.177858315409
chr1	63488652	63489200	DM	TE_00321	180.286311033574	170.594290259206	236.168653324647	339.869143071452	237.736169067663	224.586414906823	212.512862641879	294.200213313352	423.382074558377	296.152900342198
chr1	63489201	63489242	INT	TE_00322	14.3786628431685	24.8877611783988	21.1357160562914	44.1233624338376	34.454517256183	239.406497051654	414.384271205683	351.912260472762	734.659387569162	573.671931380434
chr1	63713892	63713896	INT	TE_00323	0	5.43005698437791	0	3.57756992706792	1.72272586280915	0	926.713915605435	0	610.561518047344	294.006864832472
chr1	63713897	63714809	DM	TE_00324	119.453506697092	45.7029796185141	20.2167718799309	50.0859789789508	68.909034512366	89.413964991964	34.2098338728615	15.132764061138	37.4906195292229	51.5801517249951
chr1	63714810	63714842	INT	TE_00325	7.74235691555227	4.52504748698159	4.59472088180248	3.57756992706792	5.16817758842745	165.167463110156	96.5326995422329	98.0190399414622	76.320189755918	110.252574312177
chr1	63984259	63984830	INT	TE_00326	32.0754786501451	27.1502849218896	3.67577670544198	31.0056060345886	51.6817758842745	38.3476121506692	32.4593315448489	4.39454890105329	37.0685334949934	61.7877824516579
chr1	64055638	64056048	INT	TE_00327	28.757325686337	12.6701329635485	17.4599393508494	29.813082725566	62.0181310611294	47.8812994103309	21.0959265341075	29.0710128216629	49.6391478087271	103.260947648478
chr1	64357806	64358432	INT	TE_00328	204.619432768167	22.1727326862098	2.75683252908149	94.2093414127884	55.1272276098928	223.138151896879	24.1794365626551	3.00633477136753	102.735590896145	60.1164196462563
chr1	64467643	64468247	INT	TE_00329	12.1665608672964	40.2729226341362	4.59472088180248	33.3906526526339	56.849953472702	13.7509335418105	45.5174053470661	5.19306171875296	37.7389017777608	64.2531558905403
chr1	64622918	64623861	INT	TE_00330	48.6662434691857	56.5630935872699	66.1639806979557	63.2037353781998	99.9181000429307	35.230387525996	40.947062372103	47.8973208961037	45.7543449367398	72.3325478697069
chr1	64705880	64706573	INT	TE_00331	23.2270707466568	10.4076092200577	9.18944176360496	29.813082725566	82.6908414148392	22.8803412100649	10.2522463005892	9.05226342893734	29.3680383861156	81.4564473994729
chr1	64778909	64779081	INT	TE_00332	46.4541414933136	85.5233975039521	123.138519632306	47.7009323609055	31.0090655305647	184.372982076453	339.435910948502	488.727492173244	189.321400944913	123.072641092663
chr1	64779082	64780708	DM	TE_00333	600.585686449269	352.953703984564	447.525813887561	424.538298012059	218.786184576762	252.148114479184	148.183036935678	187.887911248185	178.236900717388	91.8545432563936
chr1	64780709	64780781	INT	TE_00334	13.2726118552325	33.4853514036638	36.7577670544198	21.4654195624075	10.3363551768549	125.841876655357	317.485322938899	348.512142014088	203.520506015781	98.0022882774908
chr1	64931257	64932242	INT	TE_00335	67.4691102640983	38.9154083880417	34.0009345253383	64.3962586872225	79.2453896892209	46.7595196506199	26.970354227434	23.5643742722216	44.6298774613287	54.9210793189593
chr1	64963253	64963580	INT	TE_00336	9.95445889142434	7.24007597917055	11.9462742926864	16.6953263263169	29.2863396677556	20.7812273375819	15.1146000506493	24.9394009881641	34.8536646387882	61.1390422281594
chr1	64963581	64963911	DM	TE_00337	11.0605098793604	9.50259972266135	17.4599393508494	17.8878496353396	34.454517256183	22.8803412100649	19.657567906782	36.11853108146	37.0037283665057	71.2743914745387
chr1	64963912	64965573	INT	TE_00338	63.0449063123542	60.1831315768552	68.0018690506767	94.2093414127884	137.818069024732	25.9108499796099	24.7346880946263	27.9481139772887	38.7191329927675	56.6419005095672
chr1	64965574	64965833	DM	TE_00339	14.3786628431685	11.7651234661521	23.8925485853729	21.4654195624075	37.8999689818013	37.8983257880997	31.0097320537211	62.9743947732019	56.5771290854681	99.8942243446238
chr1	64965834	64965844	INT	TE_00340	1.10605098793604	1.35751424609448	7.35155341088397	1.19252330902264	5.16817758842745	75.5051259932141	92.6713915605435	501.857484500286	81.4082024063125	352.808237798967
chr1	65028744	65029405	INT	TE_00341	47.5601924812496	11.312618717454	6.43260923452347	45.3158857428603	86.1362931404575	49.1183119169169	11.6832314120705	6.6433479415696	46.8004794468967	88.9582041853169
chr1	65846570	65847392	INT	TE_00342	69.6812122399704	30.3178181627767	10.1083859399655	47.7009323609055	67.1863086495568	57.8688921845801	25.178358615395	8.39481801931744	39.6146970347019	55.796923252878
chr1	66312890	66313337	INT	TE_00343	21.0149687707847	2.71502849218896	6.43260923452347	8.34766316315847	22.395436216519	32.0939014288829	4.14637098704893	9.82383219100113	12.7484880725769	34.2021408753659
chr1	66474335	66474730	INT	TE_00344	14.3786628431685	4.97755223567975	3.67577670544198	16.6953263263169	27.5636138049464	24.8497883015641	8.6024076554091	6.35262638607957	28.8535400933766	47.6365553146284
chr1	66746373	66747073	INT	TE_00345	155.953189298981	89.1434354935374	120.381687103225	149.06541362783	96.4726483173124	152.088896643474	86.9345911306051	117.398804409888	145.371790011272	94.0821967463911
chr1	67007297	67007361	INT	TE_00346	35.3936316139532	16.7426757018319	26.6493811144544	13.117756399249	13.7818069024732	377.52562996607	178.585494153131	284.25521583024	139.92034788585	147.003432416236
chr1	67007362	67007804	PU	TE_00347	171.437903130086	41.1779321315325	43.1903762889433	85.86167824963	87.8590190032666	264.780419206972	63.5980138160593	66.7061701683073	132.610646453722	135.695476076526
chr1	67007805	67008044	INT	TE_00348	26.5452237104649	28.507799167984	35.8388228780593	29.813082725566	46.5135982958471	75.8210470224744	81.4267457226533	102.366327905393	85.1550234375654	132.856658585385
chr1	67458147	67458539	INT	TE_00349	21.0149687707847	2.71502849218896	3.67577670544198	13.117756399249	25.8408879421373	36.5968722926293	4.72813222247671	6.40124342474855	22.8441384303428	45.0010507396641
chr1	67981983	67983193	INT	TE_00350	77.4235691555227	184.621937468849	166.32889592125	122.829900829332	91.3044707288849	43.6806514010329	104.159580596975	93.8390544365205	69.297891304547	51.5119465656894
chr1	68350784	68351594	INT	TE_00351	50.8783454450578	13.5751424609448	4.59472088180248	27.4280361075207	44.7908724330379	42.8794542677512	11.4409125383387	3.87235713348986	23.1159093252492	37.7490295587372
chr1	69056677	69057073	INT	TE_00352	8.84840790348831	1.35751424609448	1.83788835272099	20.2728962533849	29.2863396677556	15.2535608067099	2.34018665556928	3.16829220012807	34.9479656794776	50.4860272944649
chr1	69914422	69914856	INT	TE_00353	12.1665608672964	9.05009497396319	15.6220509981284	36.9682225797018	48.2363241586562	19.1372439153308	14.2352367988546	24.5725150820993	58.1487160045089	75.8727393116058
chr1	70853116	70853718	INT	TE_00354	29.863376674273	28.0552944192859	0.918944176360496	51.2785022879735	56.849953472702	33.8644252793485	31.8140989853472	1.0420628830986	58.1487160045089	64.4666215247282
chr1	71081973	71082040	INT	TE_00355	4.42420395174415	28.507799167984	11.9462742926864	9.54018647218111	8.61362931404575	45.0776871601278	290.462570562898	121.71916601686	97.2038237687313	87.7632432335738
chr1	71082041	71082260	DM	TE_00356	44.2420395174415	52.4905508489865	20.2167718799309	44.1233624338376	27.5636138049464	137.908905923679	163.620721781173	63.0186338984378	137.538972101989	85.9198143802659
chr1	71082261	71082610	INT	TE_00357	306.376123658283	19.4577041940209	13.7841626454074	98.979434648879	36.1772431189922	599.281372496284	38.0598838309778	26.9622574051013	193.606899705557	70.7638299310248
chr1	71164850	71165518	INT	TE_00358	68.5751612520344	35.2953703984564	8.27049758724446	75.1289684684262	56.849953472702	70.0796079577736	36.069703302008	8.45194116860512	76.7771968802049	58.0971649070155
chr1	71692414	71693084	INT	TE_00359	123.877710648836	145.706529080807	138.760570630435	280.24297762032	148.154424201587	126.217524048358	148.458647176592	141.381492834969	285.536232320648	150.952778361747
chr1	71693085	71693523	DM	TE_00360	36.4996826018893	172.856814002697	135.084793924993	104.942051193992	75.7999379636026	56.8874236935175	269.409981553483	210.539526887963	163.559858715879	118.139744772866
chr1	71693524	71694861	INT	TE_00361	112.817200769476	448.432205959876	355.631396251512	199.151392606781	173.995312143724	57.6030130987871	228.963722354771	181.580821336584	101.684142123068	88.8397706748832
chr1	71694862	71695260	DM	TE_00362	86.271977059011	118.556244158918	101.083859399655	107.327097812037	74.0772121007935	147.974870036952	203.349284663839	173.380412358767	184.088899913772	127.05824309343
chr1	71695261	71697171	INT	TE_00363	145.998730407557	581.016097328437	340.928289429744	394.725215286493	223.954362165189	52.1815530424307	207.661547580694	121.851522741889	141.079136107275	80.0437537763799
chr1	71697172	71697660	DM	TE_00364	351.72421416366	128.963853378975	124.976407985027	362.527085942882	120.590810396641	492.0211079066	180.405372914993	174.827402387395	507.133064170471	168.692463428468
chr1	71697661	71697825	INT	TE_00365	38.7117845777613	66.9707028073276	77.1913108142816	138.332703846626	31.0090655305647	161.138988400152	278.767600629277	321.311194344695	575.814114581235	129.076184560598
chr1	71719790	71719927	INT	TE_00366	12.1665608672964	27.6027896705877	33.0819903489779	35.7756992706792	18.9499844909006	60.6245537171792	137.541481391561	164.843699288415	178.266136656159	94.4255624279473
chr1	71719928	71720312	DM	TE_00367	127.195863612644	59.7306268281571	101.083859399655	135.947657228581	63.7408569239386	226.122122115094	106.185969496456	179.701573226014	241.68060089374	113.315145820849
chr1	71720313	71720485	INT	TE_00368	25.4391727225289	9.95510447135951	16.5409951744889	48.8934556699282	27.5636138049464	100.966156851391	39.511058417286	65.6499616352119	194.054435968536	109.397903193478
chr1	71787686	71788202	INT	TE_00369	40.9238865536334	46.6079891159104	74.4344782852001	47.7009323609055	68.909034512366	54.141272514514	61.6611972269766	98.4749424528178	63.1071336483043	91.1649193278984
chr1	72275198	72275311	INT	TE_00370	14.3786628431685	27.1502849218896	53.2987622289088	23.8504661804528	17.2272586280915	86.8643042399808	164.020162054059	321.988209082042	144.085313993473	104.073226489371
chr1	72275312	72276300	DM	TE_00371	188.028667949127	176.92935674098	268.331699497265	369.682225797018	254.963427695754	129.917726911401	122.248698043767	185.402815630166	255.430594594705	176.166056660753
chr1	72276301	72276303	INT	TE_00372	7.74235691555227	4.07254273828343	4.59472088180248	4.77009323609055	0	2642.67940976249	1390.07087340815	1568.30463906339	1628.16404812625	0
chr1	72288990	72289038	INT	TE_00373	7.74235691555227	15.3851614557374	24.8114927617334	16.6953263263169	18.9499844909006	110.111642073437	218.807452295728	352.868543789264	237.440590351745	269.5062927631
chr1	72289039	72289301	DM	TE_00374	34.2875806260172	41.6304368802307	73.5155341088397	48.8934556699282	51.6817758842745	89.338126175177	108.470331088677	191.548658206216	127.394515215985	134.659632747697
chr1	72289302	72289859	INT	TE_00375	66.3630592761623	80.0933405195742	86.3807525778866	193.188776061667	124.036262122259	81.3340674971786	98.1617971646691	105.867602206075	236.770714359473	152.017912157544
chr1	72311853	72312556	INT	TE_00376	61.9388553244182	33.4853514036638	17.4599393508494	64.3962586872225	75.7999379636026	60.1463308054052	32.5162777405416	16.9546447466313	62.5326163576227	73.6062705697228
chr1	72359403	72360070	INT	TE_00377	299.739817730666	181.90690897666	69.8397574033977	141.910273773694	79.2453896892209	306.774949687571	186.176408832276	71.4789520652581	145.241020784875	81.105342022751
chr1	72537197	72537924	INT	TE_00378	78.5296201434587	67.4232075560258	59.7313714634322	53.6635489060187	70.6317603751752	73.7395315752159	63.3105792871205	56.0879238179481	50.3902215719954	66.3234193019607
chr1	72718401	72719550	INT	TE_00379	61.9388553244182	109.506149184955	15.6220509981284	79.8990617045168	117.145358671022	36.7997132778067	65.0608551135815	9.28152440873027	47.4704052325756	69.5995363223955
chr1	72873970	72874251	INT	TE_00380	38.7117845777613	57.0155983359681	95.5701943414915	28.6205594165433	18.9499844909006	94.04553059653	138.512400197254	232.176060444972	69.5301372865302	46.0366621089992
chr1	72874252	72874950	DM	TE_00381	356.148418115404	182.811918474056	189.302500330262	151.450460245875	94.7499224545032	348.318776071847	178.792942647849	185.140834181696	148.120941340998	92.6669201477706
chr1	72874951	72875037	INT	TE_00382	29.863376674273	33.0328466549656	26.6493811144544	20.2728962533849	12.059081039664	237.05097695544	262.209751314716	211.538765269016	160.923190803176	95.7231652942933
chr1	72991514	72991621	INT	TE_00383	6.63630592761623	24.8877611783988	35.8388228780593	15.5028030172943	22.395436216519	42.339322986849	158.782758125542	228.650022143822	98.9071618020619	142.881840853164
chr1	72991622	72992334	PU	TE_00384	145.998730407557	73.3057692891018	121.300631279585	106.134574503015	86.1362931404575	139.981413358206	70.2844823633336	116.301242896836	101.760253007891	82.5861979866495
chr1	72992335	72992362	INT	TE_00385	5.53025493968019	10.8601139687558	19.2978277035704	7.15513985413583	10.3363551768549	139.824307394841	274.581900920129	487.916998819723	180.907116458472	261.339435406642
chr1	72992363	72992727	DM	TE_00386	19.9089177828487	58.3731125820626	89.1375851069681	41.7383158157924	46.5135982958471	37.337699666974	109.474446074268	167.17093405401	78.2771176983774	87.2328060491951
chr1	72992728	73006707	INT	TE_00387	391.542049729358	669.707028073276	516.446627114599	658.272866580496	988.844645252452	19.1206914669131	32.7046902519504	25.220322116135	32.1463107005397	48.2895601727846
chr1	73006708	73007247	DM	TE_00388	89.5901300228191	54.3005698437791	41.3524879362223	85.86167824963	49.9590500214654	113.467814572363	68.772832326934	52.3738098388518	108.745650709731	63.2742046763762
chr1	73007248	73007422	INT	TE_00389	38.7117845777613	25.3402659270969	12.8652184690469	34.5831759616565	36.1772431189922	151.878126997844	99.4175848159088	50.4741722916954	135.680337343854	141.934348539814
chr1	73134049	73135503	INT	TE_00390	28.757325686337	21.2677231888135	20.2167718799309	25.0429894894754	103.363551768549	13.5016043729269	9.98522559226397	9.49180249226814	11.7577183667989	48.5293311965566
chr1	73547190	73547718	INT	TE_00391	123.877710648836	42.9879511263251	10.1083859399655	63.2037353781998	67.1863086495568	160.162388470454	55.5794330697704	13.0692053255283	81.7165668093667	86.8656646095941
chr1	74157839	74158094	INT	TE_00392	121.665608672964	77.3783120273853	40.4335437598618	58.4336421421093	51.6817758842745	325.708386637394	207.14781642945	108.243771166728	156.43144776115	138.356171685869
chr1	74158095	74158399	PU	TE_00393	225.634401538952	116.746225164125	138.760570630435	63.2037353781998	51.6817758842745	506.679134954463	262.162489283117	311.597369077069	141.928773932058	116.055341381239
chr1	74158400	74158473	INT	TE_00394	59.7267533485461	24.4352564297006	28.4872694671754	11.9252330902264	8.61362931404575	558.531068990899	228.50480110819	266.396952388851	111.518085488099	80.5498259814993
chr1	74226026	74226215	INT	TE_00395	4.42420395174415	8.59759022526503	12.8652184690469	23.8504661804528	22.395436216519	15.9799208451247	31.0539054612051	46.4682856018783	86.1462459326058	80.8907776258654
chr1	74226216	74226479	DM	TE_00396	29.863376674273	9.05009497396319	9.18944176360496	26.235512798498	32.7317913933739	77.5147681299156	23.4908470368932	23.852542038987	68.098116081326	84.9601586588133
chr1	74226480	74226560	INT	TE_00397	17.6968158069766	7.24007597917055	1.83788835272099	13.117756399249	12.059081039664	151.010251986428	61.780927707029	15.6830463906339	111.93627830868	102.902402691365
chr1	74291927	74292608	INT	TE_00398	76.3175181675867	33.0328466549656	22.0546602326519	66.7813053052678	91.3044707288849	76.502991094446	33.1131257166896	22.1082592290875	66.9436025661307	91.5263661446169
chr1	74354703	74354741	INT	TE_00399	11.0605098793604	30.7703229114748	38.5956554071408	13.117756399249	8.61362931404575	198.697699982142	552.776721589207	693.355735164869	235.655322755115	154.740455174985
chr1	74354742	74355158	DM	TE_00400	55.3025493968019	112.673682425842	166.32889592125	56.048595524064	44.7908724330379	90.7513533572285	184.897247584738	272.945326606225	91.9756132955934	73.5017162081181
chr1	74355159	74355378	INT	TE_00401	27.651274698401	53.3955603463828	47.7850971707458	27.4280361075207	24.1181620793281	86.1930662022992	166.441768708434	148.953134669035	85.4971988742095	75.1798375827327
chr1	74390557	74391406	INT	TE_00402	58.62070236061	37.5578941419472	29.4062136435359	50.0859789789508	56.849953472702	47.1351198779782	30.1991578308799	23.6446400235706	40.2726089642535	45.7113146735999
chr1	74502024	74502855	INT	TE_00403	35.3936316139532	18.1001899479264	19.2978277035704	44.1233624338376	79.2453896892209	29.075379443837	14.8690560065052	15.8528988786191	36.2467327200188	65.0989929352285
chr1	74871159	74871444	INT	TE_00404	82.9538240952029	110.863663431049	131.409017219551	38.1607458887244	29.2863396677556	198.697699982142	265.549601547756	314.761492471671	91.4057009474386	70.1490063459934
chr1	74871445	74871886	PU	TE_00405	276.51274698401	59.2781220794589	93.7323059887706	131.17756399249	67.1863086495568	428.033594065839	91.7607883176962	145.094850960967	203.059008269714	104.002428376113
chr1	74871887	74872294	INT	TE_00406	48.6662434691857	84.6183880065558	88.2186409306076	35.7756992706792	51.6817758842745	81.6271632359071	141.929158245877	147.967808697873	60.0060459997389	86.6850707122769
chr1	75073386	75074201	INT	TE_00407	82.9538240952029	152.946605059978	56.0555947579902	125.214947447377	108.531729356976	69.4832447790314	128.110144570404	46.9529241633703	104.881733161507	90.9076440954393
chr1	75477134	75477769	INT	TE_00408	139.362424479941	10.4076092200577	4.59472088180248	75.1289684684262	43.0681465702288	149.821194884173	11.1886719469423	4.93954217027841	80.7671929385463	46.3002936744051
chr1	75508284	75508468	INT	TE_00409	23.2270707466568	55.2055793411755	109.354356986899	22.6579428714301	32.7317913933739	86.1743285792117	204.817205985259	405.713591409878	84.0628177021705	121.437618082978
chr1	75508469	75508810	DM	TE_00410	66.3630592761623	75.5682930325926	156.220509981284	39.3532691977471	49.9590500214654	132.853594122957	151.281743798737	312.7411010449	78.7821313609476	100.014065456208
chr1	75508811	75508949	INT	TE_00411	19.9089177828487	13.1226377122466	27.5683252908149	9.54018647218111	12.059081039664	98.4849469476705	64.914742880574	136.374316440295	47.1931608152536	59.6535667776031
chr1	75585302	75585377	INT	TE_00412	9.95445889142434	10.8601139687558	22.9736044090124	9.54018647218111	6.8909034512366	90.6061511918569	98.8494843312464	209.107285208453	86.8354159000667	62.7214644975941
